line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty,product_viz,partner_viz
10,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Chanvre,chanvre,250,500,livres,livres,.5,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,440,chanvre,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,471,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Chanvre,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits primaires,Pas réexportation,livres,1,kg,.48949999,0,244.75,1.0214505,0,0,0,1,1,0,250,0,0,0,autres produits,Ports francs et petites îles
11,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Charbon de bois,charbon de bois,783,,,unité manquante,,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,101,charbon de bois,3,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,305,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Combustibles dont charbons et bois,No link with beaver,,,,Combustibles,Fuels,Other,non,Matières premières,Non-agricultural primary goods,Produits primaires,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,783,0,0,,autres produits,Ports francs et petites îles
12,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Grains comestibles froment,grains comestibles froment,864,8640,livres,livres,.1,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,3,grains froment,0a,x,,0,Hors Canada,,0,not a medical product,1492,,Froment (1),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,4229.2798,.20429011,0,0,0,1,1,0,864,0,0,-.000012874603,autres produits,Ports francs et petites îles
13,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Orge,orge,210.00002,2800,livres,livres,.075000003,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,414,grains orge,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,593,,Céréales inférieures (2),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,1370.6,.15321758,0,0,0,1,1,1,210,0,0,-8.3446503e-06,autres produits,Ports francs et petites îles
14,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Futailles,futailles,384,96,pièces,pièces,4,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,279,futailles,6b,x,,0,Peut-être Canada,,0,not a medical product,289,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,96,4,0,0,0,1,1,0,384,0,0,0,autres produits,Ports francs et petites îles
15,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Legumes divers,légumes divers,554,,,unité manquante,,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,7,légumes,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1593,,Substituts (4),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Légumes,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,554,0,0,,autres produits,Ports francs et petites îles
16,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Feves blanches,fèves blanches,5700,52800,livres,livres,.10795455,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,,,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,2,fèves blanches,0a,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,,,Substituts (4),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Légumes,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,25845.6,,0,0,0,1,1,0,5700,1,0,-.000071525574,autres produits,Ports francs et petites îles
17,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Oignon,oignons,1673,3347,bottes,bottes,.4998506,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,,,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,8,oignons,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,127,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Peut-être réexportation,pipe,1,litres,411.327,0,1376711.5,,0,0,0,1,1,0,1673,1,0,.000038594007,autres produits,Ports francs et petites îles
17,National toutes directions partenaires manquants,1789,La Rochelle,Étranger,Étranger,Exports,Coton,coton,5984,3861,livres,livres,1.5498575,1789,La Rochelle,La Rochelle,Colonies françaises de l'Amérique,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F_2B_14_Colonies_Exports_1789.csv,ANOM Col F 2B 14 (tableau 5),4,8494506,,,,Guillaume Daudin,,,,,,,,,,,La Rochelle,Aunis,Aunis,Colonies françaises de l'Amérique,Colonies Françaises,Monde hors colonies,Monde,,Monde,Divers,Not Outre-mers,517,coton,2,x,Coton de toute espèce,0,Hors Canada,,0,not a medical product,587,Coton,Pas grain (0),raw cotton,raw cotton,Not coffee,Sans lien avec la porcelaine,out,Coton non transformé,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Non-agricultural primary goods,Produits primaires,Réexportation,livres,1,kg,.48949999,0,1889.9595,,0,0,0,1,1,0,5984,1,0,.00020325184,autres produits,Reste du monde
18,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Marchandises à la valeur,marchandises à la valeur,1010,,,unité manquante,,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,257,marchandises à l'estimation,9b,x,,0,Peut-être Canada,,0,not a medical product,510,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers mélangés,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,1010,0,0,,autres produits,Ports francs et petites îles
19,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Poterie de terre,poterie de terre,223,,,unité manquante,,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,117,poterie de terre cuite,6k,x,"Porcelaine, Fayance, Poterie",1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,9,,Pas grain (0),not raw cotton,out,Not coffee,Substitut 2 de la porcelaine,out,"Porcelaine, poterie, faïence et ouvrages de terre",No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,223,0,0,,autres produits,Ports francs et petites îles
20,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Poisson salé,poisson salé,128,,,unité manquante,,1789,La Rochelle,Les Sables d'Olonne,Pêches Françaises,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,Pêches françaises,Inconnu,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,264,poisson salé,0a,x,,0,Pêche d'Amérique avant 1763,,1,not a medical product,590,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,128,0,0,,autres produits,Ports francs et petites îles
21,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Morue verte,morue verte,2020,,,unité manquante,,1789,La Rochelle,Les Sables d'Olonne,Pêches Françaises,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,Pêches françaises,Inconnu,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,142,morue verte,0a,x,,0,Pêche d'Amérique avant 1763,,1,not a medical product,451,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,2020,0,0,,autres produits,Ports francs et petites îles
22,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille coutis,toile coutil,838.79999,466,aunes,aunes,1.8,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,,.2,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1,toile coutil,6h,x,,0,Hors Canada,,0,not a medical product,272,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles de chanvre et de lin,No link with beaver,tissés,bas de gamme,milieu de gamme,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,55379.438,.015146416,0,0,0,1,1,1,839,0,0,.20002222,autres produits,Ports francs et petites îles
23,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille ecrue,toile écrue,848.70001,369,aunes,aunes,2.3,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,arrondi,-1.7,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,3,toile écrue,6d,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,54,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles de chanvre et de lin,No link with beaver,tissés,bas de gamme,bas de gamme,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,43851.957,.019353753,0,0,0,1,1,1,847,0,0,-1.6999824,autres produits,Ports francs et petites îles
24,National toutes directions partenaires manquants,1789,La Rochelle,Bayonne,Bayonne,Exports,Sel,sel,3379.375,675875,livres,livres,.0049999999,1789,La Rochelle,Les Sables d'Olonne,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,25lt les 4800 livress,4860.8198,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Bayonne,France,Bayonne,France,France,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,330840.81,.010214505,0,0,0,1,1,1,8381,0,0,5001.625,sel,Ports francs et petites îles
